article_id,question,answer
6_1889-03-20_p2_sn87091048_00414213030_1889032001_0470,Who is one of the candidates thought to have a strong chance of receiving a nomination for the supreme court at the state convention in Little Rock?,Judge Geo. F. Smoote is considered a strong candidate.
8_1889-03-20_p2_sn87091048_00414213030_1889032001_0470,How long were you disabled for work due to rheumatism?,I was disabled for work for two years.
12_1889-03-20_p2_sn87091048_00414213030_1889032001_0470,What is Dr. J. H. McLean's Tar Wine Lung Balm primarily used for?,"Dr. J. H. McLean's Tar Wine Lung Balm is used for coughs, loss of voice, and all throat and lung troubles."
13_1889-03-20_p2_sn87091048_00414213030_1889032001_0470,"Who was the young man, J. E. Robinson, falsely accused of assaulting?",A six year old girl in Texarkana.
15_1889-03-20_p2_sn87091048_00414213030_1889032001_0470,What is the name of the Secretary of the Treasury who moved from New York to Minnesota?,Secretary Windom
16_1889-03-20_p2_sn87091048_00414213030_1889032001_0470,How does the Republican Senate typically respond to President Harrison's appointments?,They promptly approve every appointment without inquiry or delay.
17_1889-03-20_p2_sn87091048_00414213030_1889032001_0470,How many pupils attend the public school at Prescott?,Three hundred pupils attend the public school at Prescott.
18_1889-03-20_p2_sn87091048_00414213030_1889032001_0470,What was the name of the medicine that helped the little boy get well?,The medicine that helped the little boy get well was Swift's Specific.
19_1889-03-20_p2_sn87091048_00414213030_1889032001_0470,"According to Elder Napoleon, what rules the world?",Imagination
20_1889-03-20_p2_sn87091048_00414213030_1889032001_0470,What specific diseases can Swift's Specific medicine cure?,"Blood poison, scrofula, blood humors, and kindred diseases."
22_1889-03-20_p2_sn87091048_00414213030_1889032001_0470,When did Fannie Beayev undergo treatment for her cancer?,"Fannie Beayev underwent treatment on June 1st, 1888."
26_1889-03-20_p2_sn87091048_00414213030_1889032001_0470,When and where will the election for the associate justices of the Supreme Court be held in Nenaua County?,"The election will be held on Tuesday, April 2, 1889, at various locations such as Falcon, Harmony Church, Boughton, Rosston, Emmet, Lioneaville, Marsh's Store, Bells Store, the courthouse in Prescott, Bodeaw, Whites Ferry, Rock Springs, and Bluff City."
27_1889-03-20_p2_sn87091048_00414213030_1889032001_0470,What are some symptoms of blood impurity related to skin issues?,"Pimples, blotches, scaly skin, ugly spots, sores and ulcers, abscesses and tumors, unhealthy discharges like catarrh, eczema, and ringworm."
28_1889-03-20_p2_sn87091048_00414213030_1889032001_0470,How much does a subscription cost per year?,A subscription costs $1.50 per year.
29_1889-03-20_p2_sn87091048_00414213030_1889032001_0470,Who are some of the key individuals holding positions in the White House mentioned in the text?,"Some key individuals include ""Jingo Jim"" Blaine, ex-Senator Palmer, Hon. Perry Belmont, and various appointees with strong ties to Blainites."
43_1889-03-20_p2_sn87091048_00414213030_1889032001_0470,Who has secured the sole right to manufacture and sell the cotton planter mentioned in the context?,Mt. T. N. Neal of Prescott.
45_1889-03-20_p2_sn87091048_00414213030_1889032001_0470,What are some common types of corsets available at Mrs. Kirland's?,"Mrs. Kirland's carries a variety of corsets, including Victorian, Edwardian, and modern styles."
46_1889-03-20_p2_sn87091048_00414213030_1889032001_0470,When did you plant your crop of cotton?,In the spring of 1888.
1_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,Who was jointly indicted with John Greenwald for the murder of Lyman S. Weeks in Brooklyn two years ago?,Charles Miller.
2_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,What was Dr. McGlynn's theme at the Cooper Union event?,"Dr. McGlynn's theme was Christian burial, focusing on Prince Rudolf and John McClure."
3_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,Where did Cornelius Sink draw his pension?,Cornelius Sink drew his pension at Plymouth.
4_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,Who was killed by the burglar in the incident at the Gloucester Hotel in Swansea?,"Mr. Kent, the landlord of the hotel, was killed by the burglar."
5_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,What were the anarchist orators denouncing in Chicago on February 1?,"They were denouncing United States Senator Blair and a couple of laws he wished to have enacted, particularly statutes enforcing the observance of Sunday as a day of rest and mandating the teaching of Christian religion in public schools."
6_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,Who claimed to have been forced into participation in the murder of Paymaster McClure and his assistant?,"""Red Nosed Mike"" claimed to have been forced into participation."
7_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,What peculiar experiences has Lillie Bodner been going through since her conversion?,"Lillie Bodner has been falling into trances where she believes she is in heaven, in the company of the Savior, and communicates with the spirit world."
8_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,What is the day set apart for counting the electoral vote?,Wednesday is the day set apart for counting the electoral vote.
9_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,What event took place in Hyde Park on February 11 despite heavy snowfall?,An immense crowd gathered at a protest meeting in Hyde Park.
10_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,Who was Clayton Bishop and why was he placed on board a train for Pemberton?,Clayton Bishop was a 92-year-old man who was placed on board a train for Pemberton to become an inmate of the almshouse due to being without money or friends.
11_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,Where did the incident between the tramp and Mrs. Catherine Penn take place?,The incident took place at Mrs. Penn's home.
12_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,What prompted the vivacious young lady to undertake the hazardous feat of descending 200 feet below the surface of the water?,"The work upon the center pier of the railroad bridge across the Thames had a secret charm for her, and her curiosity turned into a burning passion to lower herself down into the crypt."
13_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,What is the current status of the opposition to the overhead system of wires for streetcar traction in New Haven?,It is probable that the scheme will be defeated.
14_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,Who issued the order for a special election in Monmouth County?,Judge Edward W. Scudder of the circuit court.
15_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,What was the cause of the disastrous fire in Philadelphia?,The fire was believed to have been caused by sulphur igniting in the cellar.
16_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,Who visited General Harrison's house at North Bend?,The friend and his daughter visited General Harrison's house at North Bend on the Ohio.
17_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,Where did the fire occur?,"The fire occurred at G. W. Kipp's boarding house at his lumbering camp in Lopez, PA."
18_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,"What is the peculiar matter that has come up in Lockport, N.Y.?",The matter revolves around determining the validity of the state law regarding the killing or destroying of peach trees condemned by the peach commissioners.
19_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,What reform has the Pennsylvania Railroad inaugurated in the running of Sunday freight trains?,"They have stopped all freight trains, except stock and those carrying perishable freight, at 10 o'clock on Saturday night to allow employees to rest on Sunday."
20_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,When was Mrs. Catherine Smith admitted to the western lunatic asylum?,"Mrs. Catherine Smith was admitted to the western lunatic asylum on July 9, 1928."
21_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,Who has Gen. Harrison rendered the state portfolio offer to?,Mr. Blaine
22_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,"What was the location where the incident involving the man, woman, and child took place?","The incident occurred near Cliffords Station, MD, on the Annapolis and Baltimore Short Line train trestle."
23_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,Where did the incident with Mrs. Guthrie killing the cat take place?,"In Williamsport, PA."
24_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,Who is the sole survivor of the 100 men listed on the invitation to Harrison's inauguration ball?,"Admiral Porter, now the Admiral of the Navy, is the sole survivor."
25_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,"What decision was made at the regular monthly meeting of the directors of the New York, New Haven and Hartford Railway on Feb. 1?","The directors decided to authorize President Clark to make arrangements for the construction of a new fireproof transfer boat to replace the Maryland, which was recently destroyed by fire."
26_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,"Who introduced the bill in the House of Delegates to exterminate peach yellows in Dover, DE in February?",Representative Sackett introduced the bill.
28_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,Where did the fire occur in New York on February 11?,The fire occurred in the basement of a large tenement on Hester Street.
29_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,What was the reason provided by Rosa Short and Arizona Williams for committing the burglary at Lueddis shoe store?,They claimed that they committed the burglary because they were having a hard time getting along in the world.
30_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,What is the ongoing conflict between doctors in Massachusetts centered around?,"The conflict is between regular licensed physicians and practitioners from other schools, particularly targeting Christian Scientists or faith cure people."
31_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,"Who was the victim in the incident in Danbury, Conn.?","The victim was Simon Dillon, a 23-year-old local gambler."
32_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,What city did the mob obstruct the tenth avenue street railroad in?,New York
33_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,Who is the oldest Methodist bishop among the listed bishops?,"Bowman, at 71 years old."
34_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,Where was Antonio Pasquareli arrested for circulating counterfeit silver dollars?,"Antonio Pasquareli was arrested in New Haven, on Grand Avenue."
35_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,What city was the warehouse of the Standard Oil Company located in?,"Bayonne, N.J."
36_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,Who were the Methodist evangelists that arrived in Hindman to hold religious meetings?,The Methodist evangelists were Rev. G. D. Hyden and Rev. A. L. McClure.
40_1889-02-11_p1_sn94053256_00271763062_1889021101_0147,Who rode a big white horse and continually bowed during the military display on the avenue?,Gen. Harrison rode the big white horse during the parade.
1_1889-04-25_p2_sn90059522_00175033397_1889042501_0597,"What was the outcome for Kehune, the blacksmith arrested for yelling ""scabs"" at street car drivers?",Kehune was discharged with a warning.
2_1889-04-25_p2_sn90059522_00175033397_1889042501_0597,"What is the purpose of the message by Finch, Van Slyck Co.?",The purpose is to extend thanks to the people of St. Paul for attending their spring opening and inviting them to continue visiting.
3_1889-04-25_p2_sn90059522_00175033397_1889042501_0597,Who left for Portland yesterday?,J. M. Hoyt and D. J. Hanna left for Portland yesterday.
4_1889-04-25_p2_sn90059522_00175033397_1889042501_0597,Who reported the death of Maggie Kelly to the health office?,Dr. Walrath reported the death of Maggie Kelly to the health office.
5_1889-04-25_p2_sn90059522_00175033397_1889042501_0597,How long ago did Victor Hjortsberg emigrate from Sweden?,Victor Hjortsberg emigrated from Sweden twenty-eight years ago.
7_1889-04-25_p2_sn90059522_00175033397_1889042501_0597,What system did the special council committee on garbage disposal unanimously support?,"The Merz process, known as the Vienna system."
8_1889-04-25_p2_sn90059522_00175033397_1889042501_0597,What are some qualities of Judge Tourgee as a speaker?,"He is a pleasing orator with a large, commanding presence. He speaks with incision, using racy anecdotes and rich irony."
9_1889-04-25_p2_sn90059522_00175033397_1889042501_0597,How many Senate and House bills did Gov. Merriam sign yesterday?,Gov. Merriam signed 50 Senate and House bills yesterday.
10_1889-04-25_p2_sn90059522_00175033397_1889042501_0597,Who is r. steiner?,A dealer in real estate residing at 80 West Indiana Avenue.
14_1889-04-25_p2_sn90059522_00175033397_1889042501_0597,Who secured the Germania Bank lot for the Arcade Opera House?,Mr. Lowry secured the Germania Bank lot for the Arcade Opera House.
15_1889-04-25_p2_sn90059522_00175033397_1889042501_0597,Who was the company's employee who was fined for striking a striker named John McMarman?,Timekeeper Glass was fined for striking John McMarman.
17_1889-04-25_p2_sn90059522_00175033397_1889042501_0597,Who is George Ripley representing in this context?,George Ripley is representing the Lake Superior Elevator Company of Duluth.
18_1889-04-25_p2_sn90059522_00175033397_1889042501_0597,"Who is rumored to be appointed as the successor to Capt. James, the chief grain inspector?",Hon. J.J. Randall of Winona.
19_1889-04-25_p2_sn90059522_00175033397_1889042501_0597,How were the street cars operated yesterday?,"Few hours in the forenoon and a short time during the afternoon, with no cars during peak hours."
20_1889-04-25_p2_sn90059522_00175033397_1889042501_0597,Who informed the secretary of state about the sudden demise of Major Victor Hjorlsberg?,The daughter of Major Hjorlsberg informed the secretary of state.
22_1889-04-25_p2_sn90059522_00175033397_1889042501_0597,Who was the speaker at the Minnesota Congregational Club event in Plymouth Church?,Judge Albion W. Tourgee.
23_1889-04-25_p2_sn90059522_00175033397_1889042501_0597,"Who did the little girl address with the news ""papa is dead""?",Col. Mattson
25_1889-04-25_p2_sn90059522_00175033397_1889042501_0597,What specific conditions is Dr. E. C. Vest's nerve and brain treatment guaranteed to treat?,"Hysteria, dizziness, convulsions, fits, nervous neuralgia, headache, nervous prostration caused by alcohol or tobacco use, wakefulness, mental depression, softening of the brain resulting in insanity, premature old age, barrenness, loss of power in either sex, involuntary losses, and spermatorrhoea."
27_1889-04-25_p2_sn90059522_00175033397_1889042501_0597,What event is Mrs. Julia Ward Howe discussing tomorrow evening at Unity Church?,Mrs. Julia Ward Howe is discussing the subject of polite society.
29_1889-04-25_p2_sn90059522_00175033397_1889042501_0597,"According to Dr. Austin Flint, what are some minor effects of Bright's disease or advanced kidney disease?","Headache, loss of vision, impaired hearing, drowsiness, vomiting, and diarrhea."
30_1889-04-25_p2_sn90059522_00175033397_1889042501_0597,What are the operating hours of the store?,The store is open from z a.m. to 50 p.m.
38_1889-04-25_p2_sn90059522_00175033397_1889042501_0597,What will happen if persons do not pay their assessments for street sprinkling?,They may incur penalties that are more than the small assessment levied for this year.
53_1889-04-25_p2_sn90059522_00175033397_1889042501_0597,What is the deadline for submitting sealed proposals for the construction of the roof of the engine house?,"The deadline for submitting sealed proposals is Monday, April 22nd."
1_1889-11-23_p1_sn88065202_00340588319_1889112301_0331,What is the main message of the text?,The main message is to avoid being a grumbler and to take on responsibilities bravely.
33_1889-11-23_p1_sn88065202_00340588319_1889112301_0331,What three blood diseases are cured by the use of Ayer's Sarsaparilla?,"Ayer's Sarsaparilla is known to cure scaly skin diseases, liver troubles, and dyspepsia."
4_1889-11-23_p1_sn88065202_00340588319_1889112301_0331,"What types of agriculture-related topics are covered in the publication ""The American Farmer""?","The publication covers farming, stock raising, fruit growing, market gardening, dairy and poultry farming, as well as fertilizers and manures."
36_1889-11-23_p1_sn88065202_00340588319_1889112301_0331,Who is the gentleman talking to Lilly in the passage?,Mr. Beverly.
11_1889-11-23_p1_sn88065202_00340588319_1889112301_0331,Where is the specific location of the land mentioned in the warning about cutting down timber?,"The land is on the Hooppole Road, adjoining the land of Bowie Johnson, about three miles from Deer Park and six miles from Oakland."
13_1889-11-23_p1_sn88065202_00340588319_1889112301_0331,Who slipped on the deceitful green moss?,Lorwaru Lef
23_1889-11-23_p1_sn88065202_00340588319_1889112301_0331,What major activities took place in Africa in the 19th century?,"The 19th century saw major exploration, colonization, and land grabbing activities by various European powers in Africa."
24_1889-11-23_p1_sn88065202_00340588319_1889112301_0331,What was Mrs. Estcourt working on with the autumn leaves?,She was working on a half-finished wreath that she was fastening upon Mr. Haythorne's beard.
28_1889-11-23_p1_sn88065202_00340588319_1889112301_0331,What tool is used for rolling or turning logs during the logging process?,Cant hooks are used for this purpose.
1_1889-09-28_p5_sn90050009_00393342948_1889092801_0685,What unexpected actions did the narrator take during the encounter with the robbers?,"The narrator displayed sudden, fierce determination and swift, effective firing."
2_1889-09-28_p5_sn90050009_00393342948_1889092801_0685,What can untimey silence suppress?,Untimey silence can suppress happiness and beneft that should be freely expressed.
3_1889-09-28_p5_sn90050009_00393342948_1889092801_0685,What is the main issue the statistician is considering regarding collegiate education and women's chances of marriage?,The statistician is assessing the effect of collegiate education on women's likelihood of marrying and the age at which they typically marry.
4_1889-09-28_p5_sn90050009_00393342948_1889092801_0685,How does art help portray and preserve the beauty of nature?,"Art captures the intricate details of nature, allowing people to appreciate and remember its beauty."
5_1889-09-28_p5_sn90050009_00393342948_1889092801_0685,Where did George Washington receive his first commission?,In this room.
6_1889-09-28_p5_sn90050009_00393342948_1889092801_0685,What are the benefits of using a vegetable cartridge shell compared to a metal cartridge shell?,"The vegetable cartridge shell is lighter, cheaper, and eliminates the inconvenience of removing the shell after each shot."
8_1889-09-28_p5_sn90050009_00393342948_1889092801_0685,Who is the proprietor of the Skinnem and Fleecem Seaside Palace Hotel and Cottages?,The self-possessed bather is the proprietor of the hotel.
1_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,What are some offenses outlined in the new penal code that could result in imprisonment?,"Publicly attacking the bases of public and social order, especially religion, monarchy, marriage, or property."
2_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,What is the decision of the Dominion government regarding the issue of fishery licenses under the Modus Vivendi?,The government has decided to keep the Modus Vivendi for another year.
3_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,What was the nature of the statement made by Sir Charles Russell in the Commons?,Sir Charles Russell made a statement regarding the speech made by Attorney General Webster in the house on a previous Friday.
4_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,Who was called for sentence on March 25 in Sacramento?,James Kearney.
5_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,Who is the famous horse Prince Wilkes owned by?,George A. Singerly of Philadelphia.
6_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,Who has issued the manifesto for pugilists in New York?,Richard X. Fox
7_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,Who received the dispatch from Governor Waterman on March 25 in Sacramento?,Private Secretary Boruck received the dispatch from Governor Waterman.
8_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,Who won from McLeod in the international chess tournament on the first day?,Fauhenhaus won from McLeod.
10_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,What type of fabric is being described in the text?,Sateen
11_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,When was the case of L. R. Potter against James Fowzer decided by the Supreme Court?,The case was decided on March 25 in San Francisco.
13_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,What material is being described as the focus of this text?,Sateen
14_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,What is the main objective of the movement mentioned in the AP dispatch?,"The main objective is to elevate the character and improve the style of American fabrics, render domestic manufacturers independent of European art and skill, and emancipate American industries from the alleged despotism of trades unions."
15_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,Where did deputy sheriff Larson and his posse first go in pursuit of the train robbers?,They first went toward the Tonic Basin.
16_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,"Who vetoed order no. 2,044 in San Francisco on March 25?","Mayor Pond vetoed order no. 2,044 regarding the reorganization of the fire department."
17_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,Where did the assassination of Charles Chase take place?,"In Chaves, a section shanty on the Atlantic and Pacific road,  Arizona."
18_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,When did the dispatches to the Merchants Exchange report the wreck of the schooner Frithirfa?,On March 25.
19_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,"When does the bidding period for the restaurant, bar, and candy privileges begin and end?","The bidding period begins on April 9th, 1889, and ends on April 18th, 1889."
20_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,What are some of the key points Huntington is likely to focus on when discussing methods of state development?,"Huntington may highlight the importance of infrastructure development, investment in education and healthcare, and fostering a business-friendly environment for economic growth."
21_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,Where was William E. McEwer arrested for desertion from the United States Army?,"William E. McEwer was arrested in Azusa, California."
22_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,Who was shot and probably fatally wounded in San Francisco on March 25?,"Sue Yum, a Chinaman, was shot and probably fatally wounded."
23_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,What event is the Tacoma Boat Club making arrangements for?,The regatta on May 18th.
25_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,Where did P.R. Hill commit suicide?,"P.R. Hill committed suicide in the Windsor Hotel in El Paso, Texas."
26_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,Who has been persuaded to temporarily take on the duties of regent in London?,The Queen.
27_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,Where did the unfortunate incident involving Simor Cohn take place on March 25 in San Francisco?,The incident took place at Harbor View in San Francisco.
28_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,Who were the individuals who were publicly flogged in Fairbury?,Eight tramps.
30_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,What was the name of the steamer that brought confirmation of the incident at the Karluk River?,The steamer Karluk.
31_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,Who has been invited to attend a special meeting of the executive committee of the state board of trade in San Francisco on March 25?,P. Huntington has been invited to attend the meeting.
34_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,Who is Lapointe?,Lapointe is a Lance Corporal in Battery.
42_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,What can customers expect in terms of pricing when shopping at our store?,Customers can expect minimum rates for all goods across every department.
44_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,What is the primary purpose for the funds being raised by the company?,The funds are intended for further extension of the company's plant and street mains to areas not currently supplied with gas.
47_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,What is the date when the advertisement was published?,The advertisement was published in March.
58_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,Where will the Los Angeles County Teachers Institute be held?,"The sessions will be held in the assembly room of the Normal School building, Turnverein Hall, and Masonic Hall at 20 South Spring Street."
82_1889-03-26_p5_sn85042460_00280769253_1889032601_0211,What type of institutions are the best paving institutions on the Pacific coast?,They are institutions that supply three prime necessities of the people and consistently pay large dividends.
1_1889-03-06_p3_sn87091048_00414213030_1889030601_0463,When will the democratic township conventions be held in Nevada County?,"The democratic township conventions will be held on Saturday, the 16th day of March, 1889."
2_1889-03-06_p3_sn87091048_00414213030_1889030601_0463,Who is convalescing after several weeks of severe illness?,Mt. S. J. Ursery is convalescing.
3_1889-03-06_p3_sn87091048_00414213030_1889030601_0463,Who is assisting Judge Estes in the school at Waldo?,Miss Nettie Hicks is assisting Judge Estes in the school at Waldo.
4_1889-03-06_p3_sn87091048_00414213030_1889030601_0463,Who is very ill with pneumonia?,"Little Lem, one of Mt. W. H. White's children, is very ill with pneumonia."
5_1889-03-06_p3_sn87091048_00414213030_1889030601_0463,What improvements are farmers making in preparation for corn planting?,"Farmers are clearing, fencing, and building more than usual."
7_1889-03-06_p3_sn87091048_00414213030_1889030601_0463,Who preached here last Sunday?,Rev. W. H. Brooks preached here last Sunday.
35_1889-03-06_p3_sn87091048_00414213030_1889030601_0463,Where can I find the choicest meats and fish in Prescott?,You can find the best meats and fish at the Old Aburrow Meat Market where Cass Easter supplies them.
9_1889-03-06_p3_sn87091048_00414213030_1889030601_0463,Who is going to run for mayor at the ensuing election?,"R. L. Cornelius, formerly of this county, now living near Hope, was up on Monday. Bring in your announcements."
42_1889-03-06_p3_sn87091048_00414213030_1889030601_0463,"What kind of goods can be purchased at Lane X Hudson in Laneburg, Arkansas?",Goods of any kind.
15_1889-03-06_p3_sn87091048_00414213030_1889030601_0463,What happened to a little negro girl named Rosa Blish on Friday afternoon?,She was accidentally drowned in Garland Creek.
16_1889-03-06_p3_sn87091048_00414213030_1889030601_0463,Who was in town last week and livened up the sanctum with a pleasant call?,Mr. Adam Clark of the Arkadelphia Standard.
24_1889-03-06_p3_sn87091048_00414213030_1889030601_0463,Where have Portis' buyers been working for the past month?,In all the leading markets.
1_1889-09-21_p1_sn85029079_00280760936_1889092101_0050,What war is Abraham Lincoln referring to in the prophecy?,The Civil War.
2_1889-09-21_p1_sn85029079_00280760936_1889092101_0050,How many acquisitions need to be made out according to General Order No. 48 for purchasing paper?,Four acquisitions need to be made out.
3_1889-09-21_p1_sn85029079_00280760936_1889092101_0050,"Why has it been made possible under our form of government for trusts, combines, pools, syndicates, and monopolistic conspiracies to be formed?",Through the influence of corrupt political manipulators.
4_1889-09-21_p1_sn85029079_00280760936_1889092101_0050,Who are the individuals mentioned in the context?,"Brother Fancher, Walter Muir, and a farmer governor."
5_1889-09-21_p1_sn85029079_00280760936_1889092101_0050,What is politics according to the Dakota Ruralist?,Politics is the science of government and the regulation of our own affairs as a commonwealth where each citizen has an equal right.
6_1889-09-21_p1_sn85029079_00280760936_1889092101_0050,What is the estimated number of tramps in America according to the context?,"It is estimated that there are 100,000 tramps in America, which accounts for one in thirty of the population."
7_1889-09-21_p1_sn85029079_00280760936_1889092101_0050,What should occupy the minds of every farmer and laborer in Dakota?,The question of whether they are being adequately represented by politicians and professionals.
1_1889-05-18_p2_sn82016246_00211106414_1889051801_0120,What is J.W. Dougherty's current experiment in Chino Valley?,J.W. Dougherty is experimenting to find the best method for irrigating a large tract of land he owns in Chino Valley.
2_1889-05-18_p2_sn82016246_00211106414_1889051801_0120,When did the ambush of paymaster Wham take place?,The ambush took place yesterday between Fort Grant and Fort Thomas.
3_1889-05-18_p2_sn82016246_00211106414_1889051801_0120,How can I maintain pure blood and feel young and cheerful?,"Use the California positive and negative electric sasapariliian blood purifier, a purely herbal and powerful remedy endorsed by leading physicians."
4_1889-05-18_p2_sn82016246_00211106414_1889051801_0120,What crime was T.J. Runk indicted for?,T.J. Runk pleaded guilty to the indictment of grand larceny.
5_1889-05-18_p2_sn82016246_00211106414_1889051801_0120,When will the branding over the range at Cedar Ranch start?,The branding over the range at Cedar Ranch will commence on May 18th.
6_1889-05-18_p2_sn82016246_00211106414_1889051801_0120,Who was visitor to the mountain town this week and what did he load his wagon with?,"Mr. Munds and his wife, from the Smogollons Mountains, loaded their wagon with supplies to last them until after the spring rodeo."
7_1889-05-18_p2_sn82016246_00211106414_1889051801_0120,Who is the author of the letter to the editor?,Mrs. Eva E. Joyce
8_1889-05-18_p2_sn82016246_00211106414_1889051801_0120,Who is the author of the quote stated in the context?,The author of the quote is Mas. Cora F. Lewis.
13_1889-05-18_p2_sn82016246_00211106414_1889051801_0120,Where can I find second-hand stoves being sold cheaply?,G.A. Woods has some second-hand stoves for sale at a cheap price.
24_1889-05-18_p2_sn82016246_00211106414_1889051801_0120,What was the first capital prize amount for the 22nd grand monthly drawing of the Louisiana State Lottery in April 1889?,The first capital prize amount was $300.
25_1889-05-18_p2_sn82016246_00211106414_1889051801_0120,Who sent the telegram to Alex Pendleton?,D. M. Rordan sent the telegram to Alex Pendleton.
30_1889-05-18_p2_sn82016246_00211106414_1889051801_0120,Who were the two citizens killed for horse stealing in Apache County?,George Powell and Charles Rudd.
1_1889-05-25_p3_sn82016246_00211106414_1889052501_0125,"What were the average prices paid for one, two, and three year olds?","Average prices paid were sv for one-year-olds, sl3 for two-year-olds, and sig for three-year-olds."
2_1889-05-25_p3_sn82016246_00211106414_1889052501_0125,"According to the article, how challenging is it to determine a person's true wealth?",The article states that it is very difficult to accurately determine how wealthy a person is.
3_1889-05-25_p3_sn82016246_00211106414_1889052501_0125,What was the girl's condition that required treatment?,She had a severe case of white swelling in her leg.
5_1889-05-25_p3_sn82016246_00211106414_1889052501_0125,"What prompted Sheriff Fryer to be on the lookout for Jose ""Pete"" Valencia on Saturday?",Sheriff Shaw of Tucson sent a telegram requesting Sheriff Fryer to arrest Valencia for the theft of two horses.
7_1889-05-25_p3_sn82016246_00211106414_1889052501_0125,What is the main challenge in the desert region along the Mexican Central Railroad?,The main challenge is the scarcity of water in the area.
8_1889-05-25_p3_sn82016246_00211106414_1889052501_0125,What is the message being conveyed in the poem?,"The poem celebrates freedom, honor, and the legacy of those who have fought for their country."
13_1889-05-25_p3_sn82016246_00211106414_1889052501_0125,What are the tiny organisms mentioned in the text that can cause various health issues?,"The tiny organisms mentioned are animalcula, which can lead to kidney and liver trouble, headache, blood poisoning, general debility, etc."
16_1889-05-25_p3_sn82016246_00211106414_1889052501_0125,"What is the potuf5ce address for Babbt Bros in Stain, Arizona?","The potuf5ce address for Babbt Bros in Stain, Arizona is located in the range of Lltrk.s Valley Mountains."
21_1889-05-25_p3_sn82016246_00211106414_1889052501_0125,What are the ear marks of the cattle owned by the under-signed?,"Crop and slit on the right ear, and split on the top of the left ear."
61_1889-05-25_p3_sn82016246_00211106414_1889052501_0125,What brand is Harry Fultou's horse and mule?,The brand is on the left hip as shown in a cut.
